jour;categorie;value
2021-03-07;Entreprises;10959383001.0
2016-04-09;Résidentiels;19559613025.0
2016-04-09;PME / PMI;4558473398.0
2016-04-28;Professionnels;5039444758.0
2016-04-29;Professionnels;4963893510.0
2016-05-07;Professionnels;3515205213.0
2016-05-18;PME / PMI;4834658793.0
2016-06-11;PME / PMI;3873462484.0
2016-07-18;Résidentiels;10916093010.0
2016-07-26;Entreprises;14228433533.0
2016-07-26;Professionnels;3798868141.0
2016-07-29;Résidentiels;10805106575.0
2016-07-29;Entreprises;13442820891.0
2016-08-03;PME / PMI;5021577575.0
2016-08-11;PME / PMI;4795147121.0
2016-09-25;Professionnels;3061565573.0
2016-12-29;Professionnels;6887723688.0
2017-01-20;Résidentiels;33728664345.0
2017-01-20;Entreprises;15731217998.0
2017-02-19;PME / PMI;4547549532.0
2017-02-20;PME / PMI;6274381516.0
2017-02-26;Résidentiels;23006807567.0
2017-04-12;Entreprises;13949217238.0
2017-05-10;PME / PMI;4940089097.0
2017-05-13;Résidentiels;12908863321.0
2017-05-13;PME / PMI;3850878847.0
2017-06-17;Professionnels;3545079662.0
2017-07-24;Professionnels;3514044612.0
2017-08-02;Professionnels;3798026816.0
2017-09-08;Résidentiels;10874577731.0
2017-11-07;Entreprises;15050167425.0
2017-11-09;PME / PMI;6338568918.0
2017-11-24;Professionnels;5327824430.0
2017-12-06;Entreprises;15587007500.0
2018-01-27;Entreprises;10883411587.0
2018-04-01;Professionnels;4456861866.0
2018-05-13;Entreprises;8192976404.0
2018-05-31;Résidentiels;10739810769.0
2018-07-21;Entreprises;10362345288.0
2018-09-15;Résidentiels;10971928087.0
2018-10-03;Entreprises;14194957289.0
2018-10-11;Résidentiels;11119935541.0
2018-10-22;Professionnels;4176160994.0
2018-11-08;Entreprises;14478900151.0
2018-11-18;PME / PMI;4371584177.0
2018-12-22;PME / PMI;5063999472.0
2019-01-08;Entreprises;15171567306.0
2019-01-08;PME / PMI;7010524179.0
2019-01-10;Résidentiels;28699935617.0
2019-01-10;Entreprises;15605215038.0
2019-01-17;Résidentiels;24982859179.0
2019-01-20;Professionnels;5607151225.0
2019-01-30;Entreprises;15547032075.0
2019-03-03;Résidentiels;20084150118.0
2019-04-05;Résidentiels;19388678407.0
2019-05-20;Résidentiels;13448463937.0
2019-05-20;Professionnels;4031268041.0
2019-06-24;Entreprises;13907369818.0
2019-07-06;PME / PMI;4406039328.0
2019-07-10;Résidentiels;10359008379.0
2019-08-08;Résidentiels;10490084840.0
2019-08-08;Entreprises;12190346218.0
2019-08-08;Professionnels;3758603804.0
2019-08-11;Entreprises;8041807418.0
2019-08-11;Professionnels;3079527329.0
2019-08-18;Résidentiels;11025276028.0
2019-08-18;Entreprises;8160597858.0
2019-09-03;Résidentiels;10468656494.0
2019-09-03;PME / PMI;4860769037.0
2019-10-07;Résidentiels;12763148286.0
2019-10-08;Résidentiels;12312529149.0
2019-10-12;Entreprises;9841767641.0
2019-10-13;Entreprises;8679917400.0
2019-10-28;PME / PMI;5036954098.0
2019-11-28;PME / PMI;6307256292.0
2019-12-30;PME / PMI;6493188868.0
2019-12-30;Professionnels;5982956496.0
2020-01-16;Entreprises;14672092454.0
2020-01-16;PME / PMI;6347274035.0
2020-01-16;Professionnels;5963262766.0
2020-02-02;Résidentiels;20523926522.0
2020-02-03;Professionnels;5193158540.0
2020-03-08;Entreprises;9311505902.0
2020-03-11;PME / PMI;5201863167.0
2020-03-21;Entreprises;8466571867.0
2020-03-29;Professionnels;3847991441.0
2020-04-22;Résidentiels;13514563431.0
2020-04-29;PME / PMI;3622642328.0
2020-05-03;Professionnels;3071295299.0
2020-05-04;Professionnels;3211668345.0
2020-05-31;Résidentiels;11772873353.0
2020-05-31;Professionnels;2913305344.0
2020-06-17;Résidentiels;11210909770.0
2020-07-03;Entreprises;13269916227.0
2020-07-16;Résidentiels;11007100285.0
2020-07-17;Professionnels;3947620382.0
2020-07-20;PME / PMI;5050544423.0
2020-08-17;PME / PMI;4680065168.0
2020-11-05;Résidentiels;19248250434.0
2020-11-05;Entreprises;13877976655.0
2020-11-06;Entreprises;13339104893.0
2020-12-08;Résidentiels;27001242475.0
2020-12-08;Professionnels;6336024160.0
2020-12-22;Entreprises;12421306854.0
2020-12-22;Professionnels;5094595708.0
2021-01-12;Entreprises;17775314409.0
2021-02-02;Entreprises;16320662858.0
2021-02-02;PME / PMI;3516426054.0
2021-02-20;Résidentiels;20310886509.0
2021-03-06;Résidentiels;23658921371.0
2016-03-21;Entreprises;14085993686.0
2016-03-21;Professionnels;5463144041.0
2016-03-29;Professionnels;5431540349.0
2016-04-03;Professionnels;3932874765.0
2016-04-04;PME / PMI;5809482461.0
2016-04-17;PME / PMI;3631140546.0
2016-04-21;Professionnels;4452137890.0
2016-05-01;Entreprises;8241205116.0
2016-05-09;Entreprises;13006467433.0
2016-05-09;PME / PMI;4733963865.0
2016-05-17;Résidentiels;12791622097.0
2016-07-05;PME / PMI;4947213280.0
2016-07-19;PME / PMI;5187346621.0
2016-08-07;Entreprises;8236960275.0
2016-09-07;Résidentiels;10833114428.0
2016-09-07;Entreprises;14747585778.0
2016-09-07;PME / PMI;4936195310.0
2016-09-28;Professionnels;3939539763.0
2016-10-04;PME / PMI;4572465612.0
2016-11-10;PME / PMI;6446855278.0
2016-11-13;Entreprises;9188460690.0
2017-02-09;Résidentiels;25942756318.0
2017-02-18;Résidentiels;22311497108.0
2017-02-21;Professionnels;5732334734.0
2017-02-23;Résidentiels;20360745752.0
2017-03-12;Résidentiels;19042999692.0
2017-03-20;Entreprises;13706450184.0
2017-04-05;Entreprises;14090402913.0
2017-04-05;Professionnels;4537053861.0
2017-05-01;Professionnels;3648644774.0
2017-05-09;Résidentiels;14116130635.0
2017-05-21;Résidentiels;12686736058.0
2017-05-21;PME / PMI;3254600738.0
2017-06-21;Professionnels;4143830594.0
2017-06-28;Professionnels;3794265749.0
2017-07-19;Résidentiels;10678669246.0
2017-07-19;Entreprises;15116928695.0
2017-07-30;Résidentiels;11204955325.0
2017-08-10;PME / PMI;4647025314.0
2017-08-13;PME / PMI;3437236409.0
2017-08-13;Professionnels;2945640162.0
2017-08-30;Résidentiels;10916048589.0
2017-09-03;Professionnels;3025065649.0
2017-09-07;PME / PMI;4781637251.0
2017-09-14;Entreprises;14246383561.0
2017-09-14;Professionnels;4160919922.0
2017-10-15;Résidentiels;13212442779.0
2017-10-18;Résidentiels;12109792061.0
2017-10-25;Résidentiels;13185202938.0
2017-11-19;PME / PMI;4436784635.0
2018-01-08;Résidentiels;23642449502.0
2018-02-04;PME / PMI;5131105696.0
2018-02-11;Résidentiels;29411873769.0
2018-02-11;Entreprises;10010553097.0
2018-03-01;PME / PMI;7852156983.0
2018-03-09;Résidentiels;21526853233.0
2018-04-27;Professionnels;4025730767.0
2018-04-28;Résidentiels;13613838347.0
2018-05-14;Entreprises;12990722064.0
2018-06-17;Entreprises;8588123825.0
2018-06-27;Entreprises;14800447007.0
2018-06-30;PME / PMI;4316465640.0
2018-09-01;PME / PMI;3986963623.0
2018-09-12;Résidentiels;10475177746.0
2018-09-22;PME / PMI;3862452506.0
2018-10-23;Entreprises;14107376093.0
2018-11-02;Entreprises;11800390646.0
2018-11-02;Professionnels;5005429329.0
2018-12-12;Professionnels;6447791557.0
2018-12-24;Entreprises;9894839733.0
2019-02-04;Résidentiels;29958599520.0
2019-02-11;Entreprises;14441372925.0
2019-02-11;Professionnels;6090382037.0
2019-04-29;Résidentiels;15562425821.0
2019-05-01;Professionnels;3425878952.0
2019-05-04;PME / PMI;4310413811.0
2019-05-17;Professionnels;4183431212.0
2019-05-22;Entreprises;13870053533.0
2019-06-16;Entreprises;8541428231.0
2019-06-26;Entreprises;15371764576.0
2019-06-29;Entreprises;11253092179.0
2019-07-05;Entreprises;14876750187.0
2019-07-20;Professionnels;3697132591.0
2019-07-28;PME / PMI;3562938489.0
2019-07-28;Professionnels;3077283235.0
2019-08-09;Entreprises;12051228299.0
2019-08-28;Professionnels;3959493859.0
2019-09-11;Entreprises;13948927773.0
2019-09-18;Résidentiels;10592939873.0
2019-10-27;Professionnels;3770740302.0
2019-11-03;Entreprises;8574454360.0
2019-11-03;PME / PMI;3781869248.0
2019-11-26;Professionnels;5604071293.0
2019-12-03;Professionnels;6722762025.0
2019-12-18;PME / PMI;5925389040.0
2019-12-20;Entreprises;12879410153.0
2020-01-23;Résidentiels;27695084644.0
2020-01-28;Entreprises;15060390851.0
2020-01-28;Professionnels;6322775520.0
2020-02-21;Entreprises;14084557582.0
2020-02-27;Professionnels;6086278946.0
2020-03-14;Résidentiels;21310383136.0
2020-04-07;PME / PMI;3834706233.0
2020-06-12;Entreprises;12103257239.0
2020-06-20;Entreprises;9150868103.0
2020-06-21;Résidentiels;11901919924.0
2020-06-30;Résidentiels;10913091461.0
2020-08-13;PME / PMI;4847427685.0
2020-09-30;PME / PMI;5069163698.0
2020-10-10;Professionnels;4441061113.0
2020-10-21;Professionnels;4712699012.0
2020-11-01;PME / PMI;3200116438.0
2020-11-10;Résidentiels;15800808439.0
2020-11-21;PME / PMI;4568110199.0
2020-12-09;Entreprises;14934375720.0
2021-01-28;Résidentiels;23025168835.0
2021-01-28;Entreprises;16661835357.0
2021-02-07;Résidentiels;25615106690.0
2021-02-23;PME / PMI;2978581027.0
2021-03-15;Résidentiels;21875077974.0
2021-03-15;Entreprises;15706269056.0
2016-04-18;Professionnels;4594439984.0
2016-05-21;Entreprises;9935861011.0
2016-05-21;PME / PMI;3711710656.0
2016-05-21;Professionnels;3565769141.0
2016-06-21;PME / PMI;4993188168.0
2016-06-25;Résidentiels;11258392410.0
2016-06-25;PME / PMI;3959700411.0
2016-08-17;Professionnels;3684583648.0
2016-10-14;Résidentiels;16695145194.0
2016-10-27;Résidentiels;15614358860.0
2016-11-07;PME / PMI;6577190406.0
2016-11-27;Professionnels;4580359362.0
2016-12-09;Professionnels;6477759231.0
2017-01-17;Entreprises;16272984692.0
2017-02-06;PME / PMI;7053940301.0
2017-03-01;Résidentiels;22944978855.0
2017-03-01;Entreprises;15145391779.0
2017-03-25;Résidentiels;19290239368.0
2017-03-27;Entreprises;13468676744.0
2017-05-07;Résidentiels;15772394384.0
2017-05-16;PME / PMI;4702044259.0
2017-06-08;Entreprises;14400075637.0
2017-08-09;Professionnels;3581608770.0
2017-09-11;Entreprises;13236015337.0
2017-09-11;PME / PMI;4828516360.0
2017-09-19;Résidentiels;12543239029.0
2017-09-29;Résidentiels;11275479455.0
2017-10-05;Professionnels;4406104372.0
2017-10-30;Résidentiels;16221339230.0
2017-11-22;PME / PMI;6312275582.0
2018-01-04;PME / PMI;6380612425.0
2018-01-16;PME / PMI;6966189531.0
2018-01-18;PME / PMI;6726045417.0
2018-01-30;Professionnels;5980166003.0
2018-03-05;Résidentiels;24062902675.0
2018-03-05;Professionnels;5932611609.0
2018-03-29;Résidentiels;20421160717.0
2018-03-29;PME / PMI;6323102061.0
2018-04-09;PME / PMI;5729420627.0
2018-04-11;Professionnels;4847855058.0
2018-04-16;Entreprises;13208350087.0
2018-04-17;Entreprises;14030449743.0
2018-04-25;Résidentiels;11550040336.0
2018-05-03;Entreprises;13724982640.0
2018-05-03;Professionnels;4379559871.0
2018-07-20;Professionnels;3984182254.0
2018-07-26;Professionnels;4237588164.0
2018-07-30;PME / PMI;5116610017.0
2018-08-19;Résidentiels;10823275212.0
2018-08-21;Entreprises;13279502774.0
2018-10-07;Entreprises;8547304900.0
2018-10-15;Résidentiels;11182361168.0
2018-10-20;Entreprises;9793720052.0
2018-10-20;Professionnels;3924803163.0
2018-10-25;Professionnels;4455669264.0
2018-11-05;PME / PMI;5704632644.0
2018-11-13;Professionnels;5029269211.0
2019-01-21;Professionnels;6722383463.0
2019-02-15;Entreprises;14362151283.0
2019-02-25;Entreprises;13743475744.0
2019-02-26;Professionnels;5141501495.0
2019-03-02;Entreprises;10205200796.0
2019-03-02;Professionnels;4787431982.0
2019-04-19;Entreprises;13191757306.0
2019-04-22;PME / PMI;3282287883.0
2019-05-27;Entreprises;12951755185.0
2019-06-04;Professionnels;3707805575.0
2019-06-06;Résidentiels;10531738339.0
2019-06-14;Résidentiels;10816535954.0
2019-06-15;Entreprises;9862866005.0
2019-06-15;PME / PMI;4036037600.0
2019-07-26;Professionnels;4246179478.0
2019-08-05;Entreprises;11714751669.0
2019-08-23;PME / PMI;4667067435.0
2019-08-23;Professionnels;3667920600.0
2019-08-24;PME / PMI;4074549985.0
2019-11-23;Entreprises;10501358130.0
2019-12-07;Entreprises;10752274293.0
2019-12-22;Professionnels;4945462023.0
2020-01-02;Résidentiels;25579143846.0
2020-01-19;Professionnels;5541844493.0
2020-03-25;Résidentiels;20668148679.0
2020-03-25;Entreprises;10903988570.0
2020-04-21;Entreprises;10977349894.0
2020-04-21;Professionnels;3288243600.0
2020-05-02;Résidentiels;14807613480.0
2020-05-13;Résidentiels;14538789591.0
2020-05-15;Professionnels;3826643638.0
2020-05-26;PME / PMI;4072177298.0
2020-05-27;Résidentiels;11103056566.0
2020-07-06;Professionnels;3692392402.0
2020-07-19;PME / PMI;3761934362.0
2020-08-09;Entreprises;8870387341.0
2020-08-12;Résidentiels;11878249955.0
2020-09-05;Résidentiels;12035283272.0
2020-10-04;Résidentiels;17901931205.0
2020-10-18;PME / PMI;4078333742.0
2020-10-25;Entreprises;8594606065.0
2020-10-25;PME / PMI;3528282570.0
2020-10-25;Professionnels;3956228281.0
2020-11-11;Résidentiels;17628884316.0
2020-11-11;Entreprises;10486937270.0
2020-11-18;Entreprises;13614463691.0
2020-11-18;Professionnels;4494608282.0
2020-11-26;Entreprises;14060157313.0
2020-12-01;Résidentiels;24286516483.0
2020-12-20;Professionnels;4600655568.0
2020-12-21;Résidentiels;22361019303.0
2020-12-31;PME / PMI;6281113705.0
2021-01-05;PME / PMI;4253634702.0
2021-01-15;PME / PMI;3957247447.0
2021-01-16;PME / PMI;3426835202.0
2021-01-16;Professionnels;6056333923.0
2021-02-09;Professionnels;6528082358.0
2016-04-10;Entreprises;8818287010.0
2016-04-11;Entreprises;13251132392.0
2016-04-27;Entreprises;14463604171.0
2016-05-29;Professionnels;3043420179.0
2016-06-04;Professionnels;3782214047.0
2016-08-05;PME / PMI;4759135985.0
2016-08-18;Entreprises;12378020090.0
2016-08-19;Entreprises;12129590847.0
2016-09-23;Entreprises;13773706433.0
2016-10-18;Résidentiels;14729101189.0
2016-10-18;PME / PMI;4994010058.0
2016-10-18;Professionnels;4778033284.0
2016-11-09;PME / PMI;6649303584.0
2016-12-13;Résidentiels;24131852369.0
2016-12-13;Entreprises;15297744791.0
2016-12-13;Professionnels;6438093990.0
2017-01-28;PME / PMI;5780224297.0
2017-02-27;Entreprises;14122525379.0
2017-03-28;PME / PMI;5465468178.0
2017-04-09;PME / PMI;3366898857.0
2017-05-04;Professionnels;4572362408.0
2017-06-12;Résidentiels;11021197626.0
2017-06-15;Professionnels;4038050924.0
2017-07-21;PME / PMI;4945566478.0
2017-08-05;Entreprises;9591731147.0
2017-10-26;Résidentiels;12976778514.0
2017-10-26;Professionnels;4416706127.0
2017-11-01;Professionnels;4021757075.0
2017-11-06;Résidentiels;19588919095.0
2017-12-19;PME / PMI;7063636990.0
2018-02-10;PME / PMI;6046465129.0
2018-02-14;Professionnels;7349625055.0
2018-03-07;Professionnels;6169421429.0
2018-03-16;Professionnels;5502689795.0
2018-06-06;Résidentiels;10724045103.0
2018-06-06;Professionnels;3686418788.0
2018-06-09;Entreprises;10302572564.0
2018-07-15;Professionnels;3306371752.0
2018-08-18;Résidentiels;10476385465.0
2018-08-18;Entreprises;9217751893.0
2018-09-03;Entreprises;13171987973.0
2018-09-03;PME / PMI;4746522727.0
2018-12-25;Entreprises;9011855964.0
2019-02-08;Résidentiels;24483248709.0
2019-02-21;Entreprises;14644922545.0
2019-03-09;Résidentiels;20230422466.0
2019-03-18;PME / PMI;5881144694.0
2019-04-16;PME / PMI;5542099748.0
2019-04-17;Professionnels;4512481100.0
2019-05-08;PME / PMI;3598239028.0
2019-05-30;PME / PMI;3246448451.0
2019-07-08;Entreprises;14076398970.0
2019-07-09;Entreprises;14658315169.0
2019-07-09;PME / PMI;5267444755.0
2019-07-12;PME / PMI;5127144459.0
2019-07-12;Professionnels;3999119200.0
2019-08-07;Résidentiels;10297915958.0
2019-08-31;Entreprises;10261434947.0
2019-09-08;Résidentiels;11804937133.0
2019-10-26;PME / PMI;3868498206.0
2019-11-24;Professionnels;4827499803.0
2019-12-08;PME / PMI;4509901228.0
2019-12-12;PME / PMI;6794344098.0
2019-12-13;Professionnels;6455425062.0
2020-02-13;PME / PMI;6319262586.0
2020-02-18;Résidentiels;21581605545.0
2020-03-09;Résidentiels;22092486808.0
2020-03-18;PME / PMI;4428919565.0
2020-03-19;Entreprises;11211304380.0
2020-04-02;Résidentiels;21017130559.0
2020-04-04;PME / PMI;3302596420.0
2020-04-09;Professionnels;3338621617.0
2020-04-11;PME / PMI;2944561334.0
2020-04-14;Résidentiels;14193625282.0
2020-04-14;Entreprises;10452055191.0
2020-04-15;Entreprises;10954161308.0
2020-05-20;Résidentiels;11469375555.0
2020-05-20;Professionnels;3408794591.0
2020-06-03;Résidentiels;11642408481.0
2020-06-19;Entreprises;12272175468.0
2020-07-25;Résidentiels;11952367845.0
2020-07-31;Résidentiels;12441503532.0
2020-08-06;Résidentiels;11506022454.0
2020-08-06;Entreprises;12306073713.0
2020-08-16;Professionnels;3227839621.0
2020-08-18;PME / PMI;4822194489.0
2020-08-24;PME / PMI;4702794489.0
2020-08-28;Professionnels;3848851077.0
2020-10-07;Entreprises;13904720085.0
2020-10-23;Résidentiels;14929455880.0
2021-02-08;Entreprises;16604845623.0
2021-03-02;Professionnels;5008174576.0
2016-03-23;Professionnels;5624188003.0
2016-03-24;Professionnels;5585297065.0
2016-03-26;PME / PMI;4885266854.0
2016-04-07;Professionnels;5056547198.0
2016-04-15;Professionnels;4640678068.0
2016-04-25;PME / PMI;5413685597.0
2016-05-15;Professionnels;3219824623.0
2016-05-23;Professionnels;3947385474.0
2016-05-30;Résidentiels;12299521271.0
2016-05-31;PME / PMI;5260724234.0
2016-05-31;Professionnels;4227806466.0
2016-07-09;Entreprises;10919226289.0
2016-07-14;Résidentiels;10818405443.0
2016-09-01;Entreprises;14580812520.0
2016-09-24;Résidentiels;11564414423.0
2016-10-22;Professionnels;4468547771.0
2016-12-04;PME / PMI;4821215010.0
2016-12-04;Professionnels;5360158746.0
2016-12-25;Résidentiels;22987024874.0
2016-12-25;Professionnels;4684934701.0
2017-01-19;PME / PMI;7909390082.0
2017-03-21;Résidentiels;17324705860.0
2017-03-26;Entreprises;8837152015.0
2017-04-01;PME / PMI;4334111277.0
2017-04-03;Professionnels;4364966069.0
2017-04-20;Professionnels;4820500652.0
2017-04-21;Entreprises;13651921553.0
2017-06-23;Professionnels;4091450668.0
2017-06-25;Entreprises;9302588171.0
2017-06-26;PME / PMI;5036846222.0
2017-06-26;Professionnels;3650448287.0
2017-07-02;PME / PMI;3622339082.0
2017-07-07;Professionnels;4024476614.0
2017-07-18;Professionnels;4015414051.0
2017-08-04;Entreprises;12621062091.0
2017-08-04;Professionnels;3901192522.0
2017-08-22;Résidentiels;10464677880.0
2017-08-22;Entreprises;13384620509.0
2017-08-24;Résidentiels;10455941297.0
2017-08-24;Professionnels;3766650964.0
2017-09-27;PME / PMI;4704761039.0
2017-10-20;Professionnels;4280529223.0
2017-11-17;Résidentiels;22361450388.0
2017-12-28;Résidentiels;27529277072.0
2018-03-25;Résidentiels;22762459453.0
2018-03-28;Résidentiels;20076561116.0
2018-04-03;Entreprises;13941441791.0
2018-04-13;Entreprises;13776929905.0
2018-04-29;Professionnels;3301989803.0
2018-05-23;Entreprises;13960422176.0
2018-06-02;Professionnels;3308107643.0
2018-06-16;Entreprises;10060854043.0
2018-06-23;Résidentiels;11006001426.0
2018-06-23;Entreprises;10110691788.0
2018-06-24;Entreprises;8754724864.0
2018-07-06;Résidentiels;10201264675.0
2018-07-06;PME / PMI;5029694359.0
2018-07-09;Entreprises;14296477048.0
2018-07-16;Résidentiels;10302908172.0
